order_id,customer_name,customer_location,restaurant_name,cuisine,order_date,delivery_time_minutes,order_amount,delivery_partner,payment_method,rating,review_text,review_date,discount_applied,restaurant_location
100613,Customer_1606,Al Ain,Food Hub,Fast Food,2023-06-05,46,175.55,Talabat,Wallet,3,Excellent,2023-06-05,False,Al Ain
100614,Customer_998,Sharjah,Food Hub,Arabic,2023-04-11,21,62.77,Talabat,Wallet,2,Average,2023-04-16,False,Abu Dhabi
100615,Customer_70,Sharjah,Taste Corner,Italian,2023-07-02,50,66.99,Careem,Card,3,Good,2023-07-03,True,Dubai
100616,Customer_471,Ajman,Spice Kitchen,Fast Food,2023-12-03,19,31.34,Zomato,Card,4,Poor,2023-12-07,True,Dubai
100617,Customer_718,Dubai,Spice Kitchen,Chinese,2023-05-16,38,136.36,Talabat,Wallet,3,Food was cold,2023-05-20,False,Abu Dhabi
100618,Customer_160,Ajman,Taste Corner,Chinese,2023-05-16,48,82.03,Zomato,Card,2,Excellent,2023-05-21,False,Dubai
100619,Customer_1984,Al Ain,Royal Dine,Indian,2023-05-11,46,188.7,Zomato,Card,4,Very fast delivery,2023-05-15,True,Ajman
100620,Customer_1007,Abu Dhabi,Food Hub,Indian,2023-12-07,28,114.85,Talabat,Wallet,3,Good,2023-12-11,True,Ajman
100621,Customer_301,Sharjah,Urban Bites,Chinese,2023-05-21,41,129.22,Talabat,Cash,1,Poor,2023-05-26,True,Ajman
100622,Customer_1414,Dubai,Spice Kitchen,Indian,2023-02-04,55,131.78,Deliveroo,Wallet,3,Average,2023-02-07,True,Abu Dhabi
100623,Customer_83,Dubai,Urban Bites,Chinese,2023-06-05,60,76.23,Zomato,Card,3,Food was cold,2023-06-10,True,Sharjah
100624,Customer_524,Sharjah,Urban Bites,Chinese,2023-11-27,38,131.38,Careem,Card,5,Food was cold,2023-12-01,True,Ajman
100625,Customer_1455,Ajman,Urban Bites,Italian,2023-01-16,53,143.39,Deliveroo,Wallet,1,Good,2023-01-17,False,Sharjah
100626,Customer_999,Al Ain,Spice Kitchen,Chinese,2023-05-04,30,115.94,Talabat,Wallet,4,Very fast delivery,2023-05-04,False,Abu Dhabi
100627,Customer_635,Al Ain,Food Hub,Italian,2023-09-18,41,74.19,Talabat,Wallet,5,Poor,2023-09-20,False,Abu Dhabi
100628,Customer_638,Ajman,Food Hub,Fast Food,2023-06-11,54,115.77,Deliveroo,Wallet,5,Food was cold,2023-06-16,False,Sharjah
100629,Customer_1961,Ajman,Urban Bites,Italian,2023-07-30,15,196.34,Zomato,Wallet,3,Food was cold,2023-08-02,True,Al Ain
100630,Customer_1319,Abu Dhabi,Royal Dine,Indian,2023-12-30,57,28.61,Deliveroo,Cash,5,Food was cold,2023-12-31,True,Al Ain
100631,Customer_385,Sharjah,Food Hub,Chinese,2023-11-02,53,73.46,Deliveroo,Wallet,1,Poor,2023-11-02,False,Ajman
100632,Customer_11,Abu Dhabi,Taste Corner,Fast Food,2023-07-26,48,162.81,Talabat,Card,4,Very fast delivery,2023-07-27,False,Abu Dhabi
100633,Customer_844,Al Ain,Food Hub,Italian,2023-06-13,46,191.03,Careem,Wallet,5,Very fast delivery,2023-06-14,False,Dubai
100634,Customer_1213,Dubai,Urban Bites,Italian,2023-07-17,59,70.0,Talabat,Cash,2,Very fast delivery,2023-07-20,False,Dubai
100635,Customer_1631,Ajman,Taste Corner,Fast Food,2023-10-17,45,100.7,Careem,Card,4,Very fast delivery,2023-10-20,True,Sharjah
100636,Customer_1714,Al Ain,Royal Dine,Indian,2023-07-04,36,77.71,Talabat,Wallet,3,Very fast delivery,2023-07-05,False,Al Ain
100637,Customer_1145,Dubai,Spice Kitchen,Arabic,2023-10-01,37,47.55,Deliveroo,Wallet,4,Average,2023-10-06,True,Al Ain
100638,Customer_1601,Al Ain,Taste Corner,Arabic,2023-09-06,23,143.0,Careem,Wallet,5,Very fast delivery,2023-09-09,False,Abu Dhabi
100639,Customer_359,Dubai,Taste Corner,Indian,2023-01-23,59,185.78,Careem,Wallet,4,Average,2023-01-26,False,Sharjah
100640,Customer_1357,Sharjah,Urban Bites,Fast Food,2023-11-13,18,173.66,Talabat,Card,2,Good,2023-11-16,True,Sharjah
100641,Customer_1789,Al Ain,Urban Bites,Chinese,2023-02-18,35,177.42,Careem,Card,3,Very fast delivery,2023-02-23,True,Al Ain
100642,Customer_1204,Al Ain,Taste Corner,Fast Food,2023-03-12,25,165.06,Talabat,Card,1,Very fast delivery,2023-03-15,False,Ajman
100643,Customer_1032,Al Ain,Royal Dine,Fast Food,2023-07-29,28,147.54,Zomato,Wallet,1,Good,2023-08-02,False,Ajman
100644,Customer_1042,Dubai,Royal Dine,Italian,2023-07-20,23,175.21,Careem,Wallet,4,Good,2023-07-25,False,Al Ain
100645,Customer_267,Ajman,Food Hub,Indian,2023-07-04,51,117.51,Zomato,Cash,5,Food was cold,2023-07-08,False,Sharjah
100646,Customer_1733,Sharjah,Food Hub,Indian,2023-02-26,44,117.31,Talabat,Card,2,Food was cold,2023-03-03,True,Ajman
100647,Customer_1484,Abu Dhabi,Food Hub,Arabic,2023-05-23,36,127.88,Zomato,Card,2,Average,2023-05-25,False,Ajman
100648,Customer_1465,Sharjah,Spice Kitchen,Italian,2023-12-07,45,72.13,Talabat,Wallet,5,Poor,2023-12-08,True,Sharjah
100649,Customer_735,Sharjah,Taste Corner,Chinese,2023-07-14,23,140.04,Careem,Wallet,2,Average,2023-07-18,False,Sharjah
100650,Customer_1686,Sharjah,Royal Dine,Indian,2023-10-15,19,176.67,Deliveroo,Cash,3,Average,2023-10-16,True,Dubai
100651,Customer_1236,Abu Dhabi,Royal Dine,Indian,2023-01-07,44,194.13,Talabat,Cash,2,Very fast delivery,2023-01-10,False,Al Ain
100652,Customer_107,Dubai,Spice Kitchen,Fast Food,2023-01-05,43,103.06,Zomato,Card,4,Poor,2023-01-06,False,Sharjah
100653,Customer_1017,Ajman,Food Hub,Arabic,2023-02-22,50,168.77,Careem,Card,3,Average,2023-02-26,False,Sharjah
100654,Customer_1145,Al Ain,Food Hub,Italian,2023-07-07,19,138.16,Talabat,Cash,3,Average,2023-07-08,True,Abu Dhabi
100655,Customer_136,Dubai,Royal Dine,Chinese,2023-10-26,57,36.07,Talabat,Card,2,Excellent,2023-10-28,False,Dubai
100656,Customer_1815,Abu Dhabi,Taste Corner,Chinese,2023-07-19,47,123.7,Careem,Wallet,1,Very fast delivery,2023-07-23,False,Dubai
100657,Customer_757,Dubai,Taste Corner,Indian,2023-01-30,51,127.27,Talabat,Card,5,Poor,2023-02-01,True,Abu Dhabi
100658,Customer_1504,Al Ain,Urban Bites,Arabic,2023-10-07,38,50.32,Careem,Wallet,2,Average,2023-10-08,False,Ajman
100659,Customer_1323,Sharjah,Spice Kitchen,Arabic,2023-12-03,56,182.18,Deliveroo,Card,1,Very fast delivery,2023-12-07,True,Sharjah
100660,Customer_908,Ajman,Royal Dine,Italian,2023-05-18,27,66.48,Careem,Wallet,2,Poor,2023-05-21,False,Sharjah
100661,Customer_1089,Al Ain,Royal Dine,Indian,2023-03-01,18,184.44,Deliveroo,Cash,2,Poor,2023-03-03,False,Abu Dhabi
100662,Customer_914,Abu Dhabi,Taste Corner,Indian,2023-07-03,51,66.95,Talabat,Wallet,4,Poor,2023-07-08,False,Ajman
100663,Customer_1956,Abu Dhabi,Royal Dine,Chinese,2023-12-28,24,98.75,Talabat,Card,4,Poor,2023-12-31,False,Sharjah
100664,Customer_859,Ajman,Royal Dine,Italian,2023-03-24,32,147.51,Careem,Card,1,Excellent,2023-03-28,True,Dubai
100665,Customer_157,Ajman,Royal Dine,Fast Food,2023-07-07,35,131.51,Deliveroo,Wallet,3,Average,2023-07-10,False,Dubai
100666,Customer_350,Sharjah,Taste Corner,Fast Food,2023-08-02,60,113.12,Zomato,Wallet,1,Food was cold,2023-08-06,True,Sharjah
100667,Customer_495,Abu Dhabi,Taste Corner,Italian,2023-06-09,33,57.26,Zomato,Cash,1,Food was cold,2023-06-11,True,Abu Dhabi
100668,Customer_1748,Al Ain,Urban Bites,Fast Food,2023-10-20,45,199.92,Careem,Wallet,4,Excellent,2023-10-23,True,Ajman
100669,Customer_1757,Al Ain,Urban Bites,Indian,2023-12-20,42,148.41,Talabat,Wallet,2,Very fast delivery,2023-12-25,False,Sharjah
100670,Customer_1750,Dubai,Spice Kitchen,Fast Food,2023-06-18,15,47.79,Zomato,Wallet,3,Excellent,2023-06-19,False,Ajman
100671,Customer_1007,Sharjah,Spice Kitchen,Chinese,2023-05-22,58,138.76,Zomato,Cash,3,Food was cold,2023-05-22,True,Sharjah
100672,Customer_688,Sharjah,Taste Corner,Italian,2023-09-07,16,175.3,Deliveroo,Wallet,1,Food was cold,2023-09-09,False,Dubai
100673,Customer_808,Al Ain,Food Hub,Fast Food,2023-12-02,34,154.84,Zomato,Card,5,Food was cold,2023-12-04,True,Sharjah
100674,Customer_258,Dubai,Urban Bites,Indian,2023-02-28,44,109.88,Talabat,Cash,5,Average,2023-03-05,False,Abu Dhabi
100675,Customer_1526,Sharjah,Food Hub,Italian,2023-03-10,57,107.08,Talabat,Card,3,Excellent,2023-03-12,False,Sharjah
100676,Customer_535,Sharjah,Royal Dine,Italian,2023-01-30,36,57.16,Talabat,Wallet,4,Poor,2023-02-03,False,Al Ain
100677,Customer_599,Dubai,Food Hub,Chinese,2023-03-11,47,42.29,Careem,Cash,4,Excellent,2023-03-15,True,Ajman
100678,Customer_1955,Al Ain,Royal Dine,Italian,2023-05-18,55,32.97,Deliveroo,Wallet,1,Average,2023-05-22,True,Al Ain
100679,Customer_1963,Sharjah,Spice Kitchen,Indian,2023-12-16,28,118.97,Careem,Cash,4,Food was cold,2023-12-21,False,Ajman
100680,Customer_442,Ajman,Royal Dine,Fast Food,2023-03-14,59,178.95,Deliveroo,Wallet,3,Good,2023-03-18,False,Dubai
100681,Customer_1922,Al Ain,Urban Bites,Chinese,2023-06-08,19,178.86,Deliveroo,Wallet,1,Average,2023-06-11,True,Dubai
100682,Customer_1603,Abu Dhabi,Taste Corner,Indian,2023-01-01,55,144.92,Talabat,Wallet,4,Food was cold,2023-01-02,True,Ajman
100683,Customer_279,Abu Dhabi,Urban Bites,Chinese,2023-06-29,21,170.04,Careem,Cash,5,Excellent,2023-07-02,True,Ajman
100684,Customer_375,Sharjah,Spice Kitchen,Fast Food,2023-12-18,59,149.82,Zomato,Card,4,Poor,2023-12-22,True,Abu Dhabi
100685,Customer_1794,Dubai,Taste Corner,Fast Food,2023-07-08,39,110.05,Talabat,Wallet,4,Good,2023-07-13,True,Sharjah
100686,Customer_1683,Abu Dhabi,Urban Bites,Chinese,2023-12-31,60,120.39,Zomato,Card,3,Poor,2024-01-04,True,Sharjah
100687,Customer_686,Al Ain,Taste Corner,Arabic,2023-12-05,60,29.16,Deliveroo,Card,2,Excellent,2023-12-05,True,Abu Dhabi
100688,Customer_1858,Al Ain,Spice Kitchen,Indian,2023-03-19,19,115.57,Talabat,Card,5,Excellent,2023-03-23,False,Sharjah
100689,Customer_161,Ajman,Taste Corner,Italian,2023-01-12,46,121.12,Careem,Cash,2,Excellent,2023-01-14,False,Dubai
100690,Customer_1982,Sharjah,Urban Bites,Fast Food,2023-08-13,30,50.76,Talabat,Cash,4,Good,2023-08-16,True,Abu Dhabi
100691,Customer_867,Al Ain,Urban Bites,Fast Food,2023-05-19,25,39.14,Talabat,Card,1,Very fast delivery,2023-05-20,True,Dubai
100692,Customer_1903,Ajman,Urban Bites,Fast Food,2023-08-09,36,158.45,Deliveroo,Card,3,Average,2023-08-09,True,Dubai
100693,Customer_1184,Ajman,Royal Dine,Indian,2023-03-06,24,22.13,Zomato,Wallet,1,Average,2023-03-07,False,Sharjah
100694,Customer_744,Al Ain,Royal Dine,Italian,2023-10-28,42,34.51,Deliveroo,Wallet,4,Poor,2023-10-30,False,Ajman
100695,Customer_131,Dubai,Royal Dine,Chinese,2023-03-24,50,168.97,Zomato,Card,3,Average,2023-03-26,False,Abu Dhabi
100696,Customer_1296,Dubai,Food Hub,Chinese,2023-01-06,15,21.49,Talabat,Cash,2,Excellent,2023-01-10,True,Sharjah
100697,Customer_704,Al Ain,Taste Corner,Arabic,2023-08-07,60,185.29,Zomato,Card,5,Poor,2023-08-07,True,Sharjah
100698,Customer_1718,Abu Dhabi,Food Hub,Chinese,2023-04-23,54,67.78,Zomato,Wallet,3,Good,2023-04-27,False,Dubai
100699,Customer_1469,Al Ain,Food Hub,Italian,2023-01-30,56,115.97,Deliveroo,Cash,3,Food was cold,2023-02-01,False,Ajman
100700,Customer_1947,Abu Dhabi,Food Hub,Italian,2023-04-28,60,93.82,Zomato,Cash,5,Poor,2023-04-30,False,Ajman
100701,Customer_713,Abu Dhabi,Royal Dine,Fast Food,2023-03-31,54,168.43,Careem,Wallet,5,Very fast delivery,2023-04-04,True,Ajman
100702,Customer_782,Ajman,Taste Corner,Fast Food,2023-08-12,27,29.14,Zomato,Card,4,Very fast delivery,2023-08-13,False,Sharjah
100703,Customer_1332,Ajman,Food Hub,Arabic,2023-12-18,24,24.62,Talabat,Card,5,Poor,2023-12-21,True,Abu Dhabi
100704,Customer_189,Sharjah,Taste Corner,Indian,2023-09-16,56,199.42,Careem,Wallet,1,Very fast delivery,2023-09-18,True,Dubai
100705,Customer_759,Dubai,Urban Bites,Indian,2023-10-10,35,82.08,Deliveroo,Wallet,5,Good,2023-10-12,True,Ajman
100706,Customer_1207,Ajman,Spice Kitchen,Arabic,2023-07-10,30,33.7,Deliveroo,Wallet,4,Food was cold,2023-07-12,True,Sharjah
100707,Customer_898,Abu Dhabi,Food Hub,Arabic,2023-06-06,44,167.51,Careem,Cash,3,Excellent,2023-06-10,True,Sharjah
100708,Customer_79,Sharjah,Food Hub,Italian,2023-05-14,58,196.17,Zomato,Wallet,3,Average,2023-05-19,False,Sharjah
100709,Customer_1181,Ajman,Spice Kitchen,Indian,2023-12-08,37,24.71,Careem,Wallet,5,Food was cold,2023-12-11,True,Dubai
100710,Customer_905,Dubai,Spice Kitchen,Italian,2023-10-16,35,39.81,Zomato,Cash,2,Very fast delivery,2023-10-20,False,Dubai
100711,Customer_861,Dubai,Urban Bites,Chinese,2023-10-02,22,179.26,Talabat,Cash,3,Good,2023-10-02,True,Abu Dhabi
100712,Customer_608,Sharjah,Food Hub,Fast Food,2023-12-28,55,103.45,Deliveroo,Cash,3,Very fast delivery,2023-12-30,True,Dubai
100713,Customer_774,Al Ain,Royal Dine,Chinese,2023-03-04,25,81.64,Careem,Wallet,5,Poor,2023-03-06,False,Abu Dhabi
100714,Customer_309,Sharjah,Royal Dine,Italian,2023-03-20,55,56.09,Talabat,Cash,1,Excellent,2023-03-21,True,Ajman
100715,Customer_44,Sharjah,Food Hub,Italian,2023-02-19,35,186.93,Zomato,Cash,5,Very fast delivery,2023-02-23,True,Dubai
100716,Customer_283,Ajman,Urban Bites,Fast Food,2023-01-08,38,163.36,Careem,Card,5,Very fast delivery,2023-01-10,True,Ajman
100717,Customer_1600,Al Ain,Food Hub,Fast Food,2023-02-14,53,86.78,Zomato,Cash,2,Good,2023-02-19,True,Al Ain
100718,Customer_1651,Ajman,Food Hub,Fast Food,2023-06-10,54,190.03,Careem,Card,2,Average,2023-06-13,True,Abu Dhabi
100719,Customer_883,Dubai,Urban Bites,Chinese,2023-10-19,60,138.82,Talabat,Card,1,Very fast delivery,2023-10-23,True,Sharjah
100720,Customer_65,Dubai,Spice Kitchen,Fast Food,2023-11-09,25,33.57,Deliveroo,Wallet,4,Very fast delivery,2023-11-12,True,Ajman
100721,Customer_1262,Abu Dhabi,Royal Dine,Arabic,2023-06-25,15,38.71,Talabat,Card,4,Poor,2023-06-27,True,Al Ain
100722,Customer_1370,Ajman,Food Hub,Arabic,2023-02-10,29,164.96,Deliveroo,Card,3,Excellent,2023-02-12,False,Ajman
100723,Customer_1824,Sharjah,Spice Kitchen,Italian,2023-04-22,22,39.25,Talabat,Cash,5,Average,2023-04-22,False,Dubai
100724,Customer_445,Dubai,Taste Corner,Arabic,2023-05-04,33,153.56,Deliveroo,Wallet,1,Very fast delivery,2023-05-06,True,Dubai
100725,Customer_416,Abu Dhabi,Food Hub,Arabic,2023-11-15,29,106.09,Careem,Card,4,Good,2023-11-16,True,Sharjah
100726,Customer_183,Sharjah,Taste Corner,Italian,2023-06-06,35,189.14,Zomato,Card,2,Excellent,2023-06-11,False,Sharjah
100727,Customer_1514,Abu Dhabi,Food Hub,Indian,2023-02-06,34,168.83,Talabat,Card,1,Good,2023-02-06,True,Sharjah
100728,Customer_952,Al Ain,Taste Corner,Chinese,2023-11-06,49,63.34,Zomato,Wallet,2,Food was cold,2023-11-10,False,Al Ain
100729,Customer_918,Ajman,Royal Dine,Italian,2023-07-29,59,189.72,Zomato,Wallet,5,Poor,2023-07-31,True,Abu Dhabi
100730,Customer_530,Abu Dhabi,Food Hub,Fast Food,2023-07-10,47,64.56,Talabat,Wallet,2,Food was cold,2023-07-15,True,Sharjah
100731,Customer_98,Al Ain,Spice Kitchen,Indian,2023-08-29,46,79.01,Talabat,Card,5,Excellent,2023-09-01,False,Sharjah
100732,Customer_1938,Ajman,Royal Dine,Italian,2023-11-19,19,22.51,Talabat,Card,3,Good,2023-11-23,True,Ajman
100733,Customer_528,Dubai,Spice Kitchen,Fast Food,2023-11-24,42,183.77,Careem,Cash,4,Excellent,2023-11-27,False,Sharjah
100734,Customer_580,Ajman,Royal Dine,Italian,2023-11-12,32,53.59,Careem,Card,2,Excellent,2023-11-17,False,Dubai
100735,Customer_176,Sharjah,Royal Dine,Indian,2023-12-01,40,111.71,Careem,Cash,3,Excellent,2023-12-04,True,Sharjah
100736,Customer_273,Dubai,Urban Bites,Indian,2023-01-24,26,54.7,Careem,Card,3,Good,2023-01-24,False,Al Ain
100737,Customer_1420,Dubai,Taste Corner,Indian,2023-01-14,27,120.31,Careem,Card,5,Very fast delivery,2023-01-17,False,Ajman
100738,Customer_1514,Abu Dhabi,Spice Kitchen,Italian,2023-01-26,30,158.37,Zomato,Wallet,5,Very fast delivery,2023-01-31,False,Sharjah
100739,Customer_1915,Dubai,Royal Dine,Fast Food,2023-02-01,45,140.65,Zomato,Cash,1,Good,2023-02-04,False,Dubai
100740,Customer_20,Dubai,Urban Bites,Italian,2023-06-19,39,153.18,Zomato,Card,2,Food was cold,2023-06-23,False,Abu Dhabi
100741,Customer_1004,Dubai,Taste Corner,Arabic,2023-10-18,15,140.09,Talabat,Card,4,Average,2023-10-19,True,Al Ain
100742,Customer_1827,Sharjah,Spice Kitchen,Chinese,2023-06-10,18,162.52,Talabat,Cash,5,Good,2023-06-12,False,Abu Dhabi
100743,Customer_106,Sharjah,Taste Corner,Chinese,2023-01-24,31,102.37,Deliveroo,Card,4,Food was cold,2023-01-24,False,Sharjah
100744,Customer_833,Abu Dhabi,Taste Corner,Italian,2023-07-26,18,25.18,Careem,Cash,3,Food was cold,2023-07-31,True,Abu Dhabi
100745,Customer_90,Dubai,Taste Corner,Italian,2023-01-23,53,63.68,Careem,Wallet,3,Average,2023-01-24,True,Sharjah
100746,Customer_858,Abu Dhabi,Urban Bites,Indian,2023-01-22,56,70.4,Zomato,Cash,5,Poor,2023-01-25,True,Sharjah
100747,Customer_922,Abu Dhabi,Taste Corner,Italian,2023-09-29,16,43.45,Deliveroo,Wallet,4,Poor,2023-10-04,True,Abu Dhabi
100748,Customer_972,Abu Dhabi,Taste Corner,Arabic,2023-08-01,57,29.34,Talabat,Wallet,3,Food was cold,2023-08-06,True,Ajman
100749,Customer_1625,Dubai,Urban Bites,Fast Food,2023-10-13,55,70.36,Deliveroo,Cash,1,Poor,2023-10-13,True,Ajman
100750,Customer_732,Abu Dhabi,Spice Kitchen,Italian,2023-10-24,47,149.92,Careem,Wallet,3,Average,2023-10-28,False,Dubai
100751,Customer_1407,Al Ain,Spice Kitchen,Fast Food,2023-10-12,56,172.82,Deliveroo,Card,1,Food was cold,2023-10-17,False,Al Ain
100752,Customer_832,Al Ain,Spice Kitchen,Indian,2023-10-28,33,75.65,Careem,Cash,5,Very fast delivery,2023-11-01,False,Ajman
100753,Customer_493,Dubai,Food Hub,Italian,2023-06-30,38,46.9,Zomato,Wallet,3,Excellent,2023-07-05,False,Abu Dhabi
100754,Customer_1024,Ajman,Urban Bites,Fast Food,2023-02-06,49,101.71,Careem,Cash,3,Poor,2023-02-10,True,Ajman
100755,Customer_937,Abu Dhabi,Urban Bites,Fast Food,2023-02-05,34,159.81,Deliveroo,Cash,2,Good,2023-02-06,True,Sharjah
100756,Customer_1598,Al Ain,Urban Bites,Chinese,2023-03-31,41,83.32,Talabat,Wallet,3,Excellent,2023-03-31,False,Sharjah
100757,Customer_1043,Sharjah,Food Hub,Arabic,2023-06-28,24,135.66,Deliveroo,Cash,2,Very fast delivery,2023-06-30,True,Al Ain
100758,Customer_1218,Abu Dhabi,Royal Dine,Italian,2023-07-16,23,131.78,Careem,Card,1,Good,2023-07-17,True,Abu Dhabi
100759,Customer_1216,Sharjah,Spice Kitchen,Chinese,2023-02-01,46,140.36,Zomato,Wallet,4,Food was cold,2023-02-01,False,Dubai
100760,Customer_1728,Sharjah,Spice Kitchen,Italian,2023-07-08,28,123.83,Talabat,Wallet,2,Very fast delivery,2023-07-09,False,Abu Dhabi
100761,Customer_979,Abu Dhabi,Food Hub,Chinese,2023-11-20,27,96.24,Talabat,Wallet,1,Poor,2023-11-21,False,Sharjah
100762,Customer_1037,Abu Dhabi,Spice Kitchen,Italian,2023-04-20,57,112.08,Talabat,Wallet,2,Good,2023-04-22,False,Al Ain
100763,Customer_1642,Dubai,Urban Bites,Arabic,2023-02-14,47,137.18,Talabat,Cash,2,Poor,2023-02-15,True,Dubai
100764,Customer_1604,Ajman,Urban Bites,Chinese,2023-02-04,36,92.5,Deliveroo,Card,5,Average,2023-02-07,True,Abu Dhabi
100765,Customer_467,Al Ain,Royal Dine,Fast Food,2023-05-24,22,189.96,Zomato,Card,5,Poor,2023-05-25,True,Al Ain
100766,Customer_1933,Ajman,Spice Kitchen,Indian,2023-03-23,37,103.58,Careem,Cash,2,Good,2023-03-24,True,Dubai
100767,Customer_1595,Al Ain,Urban Bites,Arabic,2023-10-09,26,181.54,Talabat,Card,3,Very fast delivery,2023-10-11,True,Abu Dhabi
100768,Customer_885,Sharjah,Taste Corner,Fast Food,2023-07-30,44,192.17,Talabat,Cash,1,Good,2023-07-31,False,Sharjah
100769,Customer_1936,Dubai,Royal Dine,Indian,2023-09-23,53,71.58,Zomato,Wallet,2,Good,2023-09-25,True,Sharjah
100770,Customer_1583,Sharjah,Royal Dine,Chinese,2023-12-17,51,94.81,Deliveroo,Wallet,4,Good,2023-12-20,True,Al Ain
100771,Customer_920,Al Ain,Urban Bites,Italian,2023-03-17,49,154.76,Deliveroo,Card,5,Average,2023-03-18,True,Dubai
100772,Customer_1964,Al Ain,Urban Bites,Italian,2023-11-11,22,36.7,Zomato,Wallet,4,Very fast delivery,2023-11-15,False,Abu Dhabi
100773,Customer_870,Sharjah,Taste Corner,Fast Food,2023-11-14,54,75.91,Deliveroo,Card,2,Food was cold,2023-11-18,False,Ajman
100774,Customer_746,Al Ain,Royal Dine,Chinese,2023-04-12,37,170.9,Deliveroo,Wallet,2,Average,2023-04-16,False,Ajman
100775,Customer_1395,Abu Dhabi,Food Hub,Fast Food,2023-12-04,36,49.43,Zomato,Card,3,Good,2023-12-04,True,Al Ain
100776,Customer_1339,Dubai,Taste Corner,Indian,2023-05-13,36,91.17,Careem,Cash,2,Excellent,2023-05-17,True,Abu Dhabi
100777,Customer_619,Al Ain,Royal Dine,Italian,2023-09-19,55,191.46,Zomato,Cash,4,Food was cold,2023-09-20,False,Ajman
100778,Customer_1987,Dubai,Urban Bites,Fast Food,2023-07-11,35,120.76,Careem,Cash,2,Good,2023-07-16,False,Al Ain
100779,Customer_1045,Ajman,Spice Kitchen,Fast Food,2023-02-15,34,162.34,Zomato,Card,5,Poor,2023-02-18,False,Al Ain
100780,Customer_693,Al Ain,Royal Dine,Fast Food,2023-05-06,22,32.03,Zomato,Cash,2,Poor,2023-05-10,True,Ajman
100781,Customer_396,Dubai,Food Hub,Indian,2023-09-22,52,58.92,Careem,Cash,3,Average,2023-09-26,True,Sharjah
100782,Customer_1361,Al Ain,Food Hub,Chinese,2023-10-04,52,51.63,Talabat,Card,2,Food was cold,2023-10-07,False,Abu Dhabi
100783,Customer_1787,Abu Dhabi,Taste Corner,Italian,2023-12-17,17,130.41,Careem,Card,2,Very fast delivery,2023-12-20,False,Abu Dhabi
100784,Customer_191,Ajman,Spice Kitchen,Chinese,2023-03-23,29,175.34,Talabat,Wallet,1,Very fast delivery,2023-03-24,False,Dubai
100785,Customer_1990,Al Ain,Urban Bites,Indian,2023-08-22,34,153.0,Careem,Card,1,Excellent,2023-08-27,True,Al Ain
100786,Customer_1982,Ajman,Spice Kitchen,Italian,2023-01-15,54,184.61,Zomato,Card,5,Food was cold,2023-01-17,False,Abu Dhabi
100787,Customer_1374,Al Ain,Royal Dine,Indian,2023-12-21,38,71.38,Careem,Cash,3,Very fast delivery,2023-12-26,False,Abu Dhabi
100788,Customer_796,Al Ain,Urban Bites,Chinese,2023-12-06,46,181.74,Zomato,Wallet,4,Food was cold,2023-12-08,True,Ajman
100789,Customer_1693,Sharjah,Taste Corner,Fast Food,2023-08-29,31,113.14,Careem,Wallet,3,Average,2023-08-29,False,Abu Dhabi
100790,Customer_130,Dubai,Taste Corner,Arabic,2023-12-24,26,141.83,Zomato,Card,1,Food was cold,2023-12-29,False,Abu Dhabi
100791,Customer_1376,Ajman,Food Hub,Arabic,2023-11-23,27,25.76,Careem,Cash,1,Very fast delivery,2023-11-27,False,Dubai
100792,Customer_85,Abu Dhabi,Spice Kitchen,Indian,2023-07-26,56,173.0,Zomato,Wallet,5,Good,2023-07-30,True,Ajman
100793,Customer_924,Abu Dhabi,Taste Corner,Italian,2023-05-28,29,46.11,Zomato,Wallet,4,Food was cold,2023-06-02,False,Dubai
100794,Customer_1994,Al Ain,Food Hub,Chinese,2023-08-09,26,147.23,Zomato,Card,4,Good,2023-08-12,True,Abu Dhabi
100795,Customer_1341,Ajman,Taste Corner,Indian,2023-07-12,20,60.58,Zomato,Card,4,Average,2023-07-15,False,Abu Dhabi
100796,Customer_1388,Dubai,Food Hub,Fast Food,2023-10-21,39,99.11,Zomato,Wallet,3,Average,2023-10-24,False,Dubai
100797,Customer_1029,Ajman,Taste Corner,Indian,2023-08-30,39,169.4,Zomato,Card,4,Poor,2023-09-01,True,Al Ain
100798,Customer_592,Al Ain,Spice Kitchen,Italian,2023-09-06,34,80.06,Talabat,Cash,2,Very fast delivery,2023-09-07,False,Ajman
100799,Customer_1374,Sharjah,Royal Dine,Indian,2023-05-28,38,140.91,Deliveroo,Wallet,2,Poor,2023-05-31,False,Sharjah
100800,Customer_1580,Al Ain,Urban Bites,Chinese,2023-02-27,43,152.48,Careem,Wallet,5,Very fast delivery,2023-03-04,False,Al Ain
100801,Customer_1582,Al Ain,Taste Corner,Indian,2023-07-08,39,166.01,Careem,Card,3,Average,2023-07-10,True,Ajman
100802,Customer_202,Al Ain,Taste Corner,Arabic,2023-01-30,48,35.69,Zomato,Card,2,Excellent,2023-02-03,False,Abu Dhabi
100803,Customer_1527,Dubai,Taste Corner,Fast Food,2023-05-05,34,61.82,Careem,Card,3,Very fast delivery,2023-05-08,True,Ajman
100804,Customer_377,Abu Dhabi,Urban Bites,Fast Food,2023-08-29,30,182.84,Deliveroo,Card,2,Good,2023-08-29,False,Ajman
100805,Customer_1422,Dubai,Food Hub,Chinese,2023-08-27,19,45.01,Talabat,Card,4,Food was cold,2023-08-28,True,Abu Dhabi
